id,articles,highlights
11,"Le dessinateur Fred Dewilde , rescapé du sanglant attentat islamiste au Bataclan du 13 novembre 2015 qui avait fait 129 victimes, a mis fin à ses jours. La nouvelle a été communiquée par la famille à l'association d'aide aux victimes Life for Paris , dont il faisait partie. À découvrir Commencez à jouer sur Le Figaro: un clic, mille défis gratuits! Le dessinateur, qui avait publié trois volets de bande dessinée sur son histoire traumatique , s’est suicidé «ce week-end du 5 mai, terrassé par la violence de ses traumas contre lesquels il luttait sans relâche avec tant de courage, de talent et de générosité» , écrit sa famille dans le communiqué. «Son immense appétit de vivre porté par l'amour qu'il donnait autant qu'il recevait, son énergie communicative, son humour décapant, ses œuvres poignantes, ses projets pleins les tiroirs ont été fauchés en une nuit par une pulsion suicidaire insurmontable le rendant sourd à tout avenir.» «Ils l’ont tué une seconde fois» Fred Dewilde «partageait avec tant d'authenticité, son expérience sans tabou, sa foi en la tolérance et son refus de toutes formes de haine» , soulignent ses proches qui se disent «dévastés par la violence avec laquelle ce sournois poison répandu par les terroristes du 13 novembre 2015 l'a implacablement frappé après plus de 9 ans de résistance acharnée. Ils l'ont tué une seconde fois, sans plus de seconde chance de “survie”» . «Fred continuera à nous indiquer la voie à suivre» , conclut le communiqué. «Combien l'attention à l'autre panse les plaies, combien la parole libère, combien le respect de l'autre résout les maux, combien la fraternité fait la force.»","Fred Dewilde, dessinateur et rescapé du Bataclan, a mis fin à ses jours"
12,"Jamais un objet du Titanic n’avait été vendu aussi cher. Une montre en or retrouvée sur le corps du plus riche passager du paquebot mythique a été vendue 1,175 million livres sterling (1,37 million d'euros) aux enchères samedi, un record pour un objet lié au célèbre navire, selon la maison de ventes britannique Henry Aldridge & Son. Ce montant, déboursé par un acheteur américain, pulvérise l'estimation de 100.000 à 150.000 livres sterling (116.000 à 175.000 euros) publiée avant la vente. Il dépasse le précédent record, pour un artefact du Titanic aux enchères, de 1,1 million de livres atteint en 2013 par un violon, selon la maison de ventes. L'étui du violon a quant à lui été vendu samedi pour 360.000 livres sterling (420.000 euros) lors de la même vente que la montre. Gravée des initiales JJA, celle-ci appartenait à l'homme d'affaires américain John Jacob Astor, mort à l'âge de 47 ans dans le naufrage du Titanic aux premières heures du 15 avril 1912. À lire aussi «Il n'a pas coulé»... Après le drame du submersible, les théories les plus loufoques circulent sur le Titanic Dernière cigarette avec Jacques Futrelle Réputé être l'un des hommes les plus riches du monde à l'époque, avec une fortune de 87 millions de dollars, qui correspondrait à plusieurs milliards de nos jours, il avait sombré sur le navire après avoir vu sa nouvelle épouse, Madeleine, embarquer sur un canot de sauvetage. Il a été décrit dans ses derniers instants fumant une cigarette en compagnie d'un autre passager, l'écrivain américain Jacques Futrelle. Tous deux figurent parmi les 1500 morts du Titanic. Son corps a été retrouvé le 22 avril 1912, avec sa montre de poche en or de 14 carats. «La montre a été complètement restaurée après avoir été rendue à la famille» de John Jacob Astor «et portée par son fils, ce qui en fait un morceau unique de l'histoire du Titanic et l'une des pièces les plus importantes de l'histoire de l'horlogerie relative au navire le plus célèbre du monde» , souligne la maison de ventes.","La montre du plus riche passager du Titanic vendue 1,175 million de livres aux enchères"
13,"C’est l’un des prix les plus prestigieux du monde hispanophone. L'artiste franco-iranienne Marjane Satrapi, qui s'est fait mondialement connaître avec la bande dessinée et le film Persepolis , a reçu mardi le prix Princesse des Asturies pour les sciences humaines. La dessinatrice, réalisatrice et peintre d'origine iranienne a été récompensée pour son rôle «essentiel» dans «la défense des droits de l'Homme et de la liberté» , a indiqué la Fondation Princesse des Asturies dans un communiqué. Marjane Satrapi «est un symbole de l'engagement civique des femmes. Grâce à son audace et à sa production artistique, elle est considérée comme l'une des personnes les plus influentes dans le dialogue entre les cultures et générations» , ajoute la Fondation. L'artiste, âgée de 53 ans, est installée en France depuis une trentaine d'années. Elle est l'auteure de plusieurs bandes dessinées, mais aussi de plusieurs films, dont l'adaptation de Persepolis . Ce long métrage, prix du jury au Festival de Cannes en 2007, raconte son histoire personnelle ainsi que les arrestations et exécutions ayant suivi la Révolution islamique menée par l'ayatollah Khomeiny en 1979.",Marjane Satrapi distinguée par la Fondation Princesse des Asturies
14,"Compositeur, arrangeur de chansons et de musiques de films, Jean Musy a œuvré sur des centaines de mélodies. Il nous a quittés samedi 27 avril à l’âge de 76 ans, a annoncé la chanteuse Anne-Marie David sur Facebook. «J'ai le triste privilège de vous faire part du décès de Jean Musy. Il s'est éteint ce jour... mais je préfère dire qu'il s'est absenté» , a-t-elle écrit, saluant «des qualités humaines rares.» Né à Levallois-Perret le 18 décembre 1947, le musicien a collaboré avec les plus grands artistes de Nino Ferrer , Joe Dassin à Barbara, en passant par Véronique Sanson, Charles Aznavour , Françoise Hardy, Serge Reggiani ou Gilbert Bécaud. La variété française lui doit l’orchestration de bon nombre de ses grandes chansons, parmi lesquelles la fameuse Les Champs-Élysées interprétée par Joe Dassin. Le cinéma n’est pas en reste, Jean Musy ayant composé les musiques de Noce blanche (Jean-claude Brisseau avec qui il a travaillé sur plusieurs longs-métrages), Papy fait de la résistance (Jean-Marie Poiré), Vanille fraise (Gérard Oury), Le Voleur d'arc-en-ciel (Alejandro Jodorowsky), Clair de femme (Costa-Gavras) pour ne citer qu’eux. Pour la télévision, il composera la musique de la série L’Homme de la nuit réalisé par Juan Luis Buñuel, le fils du cinéaste espagnol Luis Buñuel. En 2016, Jean Musy a été honoré du Grand Prix SACEM de la musique pour l'image. Pour l’occasion, le réalisateur et scénariste Franck Appréderis qui a travaillé avec lui sur le film Le Cœur à l'envers a salué un artiste donnant «un souffle extraordinaire aux images.»","Mort du compositeur Jean Musy, à 76 ans, auteur de la musique de Papy fait de la résistance, Les Champs-Élysées"
15,"«Qui nous écoute vraiment?» : sept ans après le lancement du mouvement #Metoo , cent personnalités, dont de nombreuses actrices, appellent, dans une pétition publiée mardi, à une loi intégrale contre les violences sexuelles . «Nous sommes 100, mais en réalité, nous sommes des centaines de milliers» , écrivent les signataires de cette pétition également publiée par le quotidien Le Monde et initiée par La Fondation des femmes, #Metoomédia et l'actrice Anna Mouglalis. «Nos prises de parole #Metoo ont révélé une réalité plongée dans le déni: les violences sexistes et sexuelles sont systémiques, pas exceptionnelles. Pour autant (...) qui nous écoute vraiment ?» . Parmi les signataires, figurent les actrices Isabelle Adjani, Charlotte Arnould, Emmanuelle Béart, Juliette Binoche, Emma de Caunes, Judith Godrèche, Isild Le Besco, Muriel Robin, les autrices Leila Slimani, Christine Angot, Vanessa Springora ou encore le comédien Philippe Torreton. «Depuis sept ans, nous parlons pour nous et pour toutes les femmes, hommes et enfants qui ne peuvent pas le faire» , écrivent-ils. «Nous ne sommes pas des chiffres : femmes et hommes de tous milieux professionnels, nous nous rassemblons pour demander une loi intégrale contre les violences sexuelles et sexistes, ambitieuse et dotée de moyens. Car malgré le courage des victimes, c'est l'impunité qui grandit.» Mieux prendre en charge Les signataires jugent notamment «inacceptable» que le taux de classement sans suite des plaintes pour violences sexuelles «ait atteint le taux délirant de 94% en 2022» et préviennent qu'ils n'acceptent plus «les effets d'annonce sans suite» . «L'ajout du seul mot consentement dans la loi ne permettra pas de rattraper le retard abyssal de la France en la matière» , estiment-ils, en référence à l' engagement pris en mars par Emmanuel Macron . Les signataires demandent «une loi intégrale qui permettra de clarifier, entre autres, la définition du viol et du consentement, introduire celle de l'inceste, de juger les violeurs en série pour tous les viols connus, d'élargir les ordonnances de protection aux victimes de viols, de faciliter la collecte de preuves, de créer des brigades spécialisées, d'interdire les enquêtes sur le passé sexuel des victimes» . Cette loi doit également permettre «un accès immédiat et gratuit à des soins en psycho-traumatologie, de donner enfin les moyens financiers à cette politique publique et aux associations qui la mettent en place» , ajoutent-ils.","#MeToo : cent personnalités, dont de nombreuses actrices, réclament une loi intégrale sur les violences sexuelles"
16,"Quatre courts métrages inédits du studio d'animation Ghibli, qui recevra une Palme d'or d'honneur l undi à Cannes, vont être montrés sur la Croisette dont une mini-suite du classique Mon voisin Totoro, ont annoncé samedi les organisateurs du Festival. «Événement sans précédent, trois des quatre courts métrages, venus tout droit du Musée Ghibli de Mitaka, n'ont jamais été vus hors du Japon» , précise le Festival dans un communiqué. Ces films courts ont tous été écrits et réalisés par Hayao Miyazaki , cofondateur du Studio avec Toshio Suzuki et Isao Takahata, et légende vivante de l'animation. Parmi eux, Mei et le chatonbus , présenté comme «une mini-suite» de Mon voisin Totoro , À la recherche d'une maison , M. Pâte et la princesse Oeuf et Boro la petite chenille . Considéré comme un maître de l'animation, Hayao Miyazaki, deux fois oscarisé, a ouvert aux enfants comme aux adultes des mondes oniriques faits de créatures magiques et d'héroïnes au coeur puissant. Il ne sera pas lundi à Cannes, c'est son fils Goro Miyazaki qui le représentera et viendra chercher la Palme remise à l'ensemble du Studio. À lire aussi Rintarô, mémoire vive et figure clé de l’animation japonaise Dans Mon voisin Totoro , deux soeurs s'installent avec leur père à la campagne dans une maison où il se passe des choses étranges. C'est en tombant au fond d'un trou dans les bois qu'elles font la connaissance de Totoro, une énorme peluche - sorte d'esprit de la forêt, devenu la mascotte du Studio Ghibli - qui les aide à dompter leurs peurs. La référence à Alice au pays des merveilles est évidente dans ce récit d'apprentissage où enfants comme adultes utilisent leur imagination pour naviguer entre la peur et l'émerveillement que provoque l'inconnu.",La suite du classique de l'animation Mon voisin Totoro sera projetée à Cannes
17,"L'actrice française Isabelle Huppert présidera le jury chargé de décerner le prestigieux Lion d'or du meilleur film au 81e festival de Venise, qui se tiendra du 28 août au 7 septembre, a annoncé mercredi la Mostra. «Une longue et merveilleuse histoire me lie à la Mostra de Venise, en devenir une spectatrice privilégiée est un honneur» , a réagi l'actrice de 71 ans, déjà récompensée par deux prix d'interprétation féminine sur le Lido, citée par le communiqué du festival. «Sa grande disponibilité à se remettre constamment en jeu, signe de son intelligence hors du commun, ainsi que sa capacité à envisager le cinéma au-delà des frontières géographiques et mentales, en font une présidente de jury idéale» , a commenté le directeur artistique de la manifestation, Alberto Barbera. Outre le Lion d'or, le jury qu'elle présidera aura la tâche délicate de décerner le 7 septembre le Lion d'argent-Grand Prix du Jury, le Lion d'argent-Prix de la meilleure réalisation, les prix de la meilleure interprétation masculine et féminine et le prix du meilleur scénario. Actrice fétiche du réalisateur français Claude Chabrol , Isabelle Huppert avait remporté à Cannes en 1978 le prix d'interprétation féminine pour son rôle dans son film «Violette Nozière» . Ce sont aussi deux films de Claude Chabrol, «Une affaire de femmes» (1988) et «La cérémonie» (1995), qui lui ont permis d'être couronnée deux fois à Venise. En France, elle a remporté à deux reprises le César de la meilleure actrice, pour «La Cérémonie» et en 2017 pour «Elle» de Paul Verhoeven, qui lui a valu par ailleurs le Golden Globe de la meilleure actrice dans un film dramatique et une nomination à l'Oscar de la meilleure actrice.",Mostra de Venise : Isabelle Huppert présidera le jury du 81e festival
18,"Les cinéphiles attendaient avec ferveur les premières images de Megalopolis réalisé par Francis Ford Coppola, qui sera en compétition dans quelques semaines à Cannes. Sans rien vraiment dévoiler de l’intrigue la première bande-annonce montre en un peu plus deux minutes une scène spectaculaire dans laquelle on voit le héros de ce film d’anticipation, campé par Adam Driver. Megalopolis de Francis Ford Coppola en 2024, avec Adam Driver, Nathalie Emmanuel, Giancarlo Esposito, Dustin Hoffman... Le pacte, la société chargée de la distribution en France, a profité de la publication de la première bande-annonce de Megalopolis pour révéler dans un communiqué les grandes lignes du scénario de ce qui pourrait faire sensation sur la Croisette: Megalopolis est une épopée romaine dans une Amérique moderne imaginaire en pleine décadence. La ville de New Rome doit absolument changer, ce qui crée un conflit majeur entre César Catilina, artiste de génie ayant le pouvoir d'arrêter le temps, et le maire archi-conservateur Franklyn Cicero. Le premier rêve d'un avenir utopique idéal alors que le second reste très attaché à un statu quo régressif protecteur de la cupidité, des privilèges et des milices privées. La fille du maire et jet-setteuse Julia Cicero, amoureuse de César Catilina, est tiraillée entre les deux hommes et devra découvrir ce qui lui semble le meilleur pour l'avenir de l'humanité. » À lire aussi Festival de Cannes: Francis Ford Coppola sera en compétition avec son film Megalopolis Cette histoire «coliséenne» est murie depuis quatre décennies par Coppola qui a financé de ses propres deniers, à hauteur de 130 millions d’euros, cette fresque qui, selon les premières indiscrétions, nous plongera dans une Amérique aussi moderne qu’imaginaire. La distribution, comme souvent avec le réalisateur du Parrain et d’Apocalypse Now ne laissera personne indifférent. Autour d’Adam Driver, on retrouvera en effet Giancarlo Esposito (Franklyn Cicero), Nathalie Emmanuel (Julia Cicero) mais aussi Aubrey Plaza, Shia LaBeouf, Jon Voight, Jason Schwartzman, Talia Shire, Grave Vanderwaal, Kathryn Hunter et Dustin Hoffman.... en somme le casting d’une future palme d’or.",Megalopolis : la première bande-annonce du film événement de Francis Ford Coppola en compétition à Cannes dévoilée
19,"Poursuivi en diffamation par l'actrice britannique Charlotte Lewis, le cinéaste Roman Polanski a été relaxé mardi par le tribunal judiciaire de Paris. Le réalisateur âgé de 90 ans, accusé d'agressions sexuelles et de viols par plusieurs femmes, dont Charlotte Lewis, avait qualifié d'«odieux mensonge» les accusations de cette dernière. Les juges de la 17 e chambre correctionnelle, spécialisée dans les affaires de presse, n'avaient pas à se prononcer pour déterminer si Roman Polanski a violé ou non l'actrice britannique mais seulement si le cinéaste a fait, ou non, un usage abusif de sa liberté d'expression dans un entretien publié par Paris Match en décembre 2019. Dans cet entretien, le réalisateur de Rosemary's Baby avait qualifié d'«odieux mensonge» les accusations de la comédienne. Les faits remontent à 1983 «La première qualité d'un bon menteur, c'est une excellente mémoire. On mentionne toujours Charlotte Lewis dans la liste de mes accusatrices sans jamais relever ses contradictions», avait ajouté le réalisateur. En 2010, lors d'une conférence de presse au festival de Cannes, Charlotte Lewis avait raconté avoir été agressée à l'occasion d'un casting organisé chez Roman Polanski, à Paris en 1983, alors qu'elle était âgée de 16 ans. Pour illustrer les «contradictions» selon eux de la plaignante, les avocats de Roman Polanski avaient exhumé lors du procès un entretien accordé par la comédienne en 1999 au tabloïd News of the World où elle faisait part de son admiration pour le réalisateur qui lui a confié en 1986 un rôle dans son film Pirates.",Relaxe pour Roman Polanski poursuivi en diffamation par la comédienne Charlotte Lewis
20,"L'acteur et humoriste Artus a signé le meilleur démarrage de l'année avec sa comédie Un p'tit truc en plus, qui aborde le sujet du handicap mental et marque ses premiers pas de réalisateur, selon les chiffres collectés par CBO Box-Office. Au terme de sa journée de sortie, le mercredi 1er mai, jour férié, le film cumulait 279.635 spectateurs (dont environ 30.000 en avant-première), faisant mieux que les grosses machines américaines Dune 2 (260.811 spectateurs), sorti en février dans deux fois plus de salles, ou Kung-Fu Panda 4 (198.774 spectateurs). Son succès est porté par les entrées en province : à Paris, le film ne signe que le cinquième démarrage de l'année. Le long métrage, avec Artus, Clovis Cornillac et Alice Belaïdi, met en scène un père et son fils en cavale, qui échappent à la police en se faisant passer pour un éducateur spécialisé et un pensionnaire dans une colonie de vacances pour jeunes porteurs d'un handicap mental. Une dizaine de comédiens amateurs en situation de handicap y donnent la réplique aux acteurs professionnels. À lire aussi Cinéma : entre Paris et la province, deux salles... deux ambiances Mieux qu’ Intouchable Selon Box OfficePro, le film se classe même parmi les meilleurs démarrages pour une comédie française, derrière les 558.000 entrées de Bienvenue chez les Ch'tis en 2008, mais devant Intouchables ou Qu'est-ce qu'on a fait au bon dieu , «qui avaient tous deux tourné autour des 200 000 entrées le jour de leur sortie». En ce qui concerne la semaine écoulée (du 24 au 30 avril), le biopic autorisé par les proches d'Amy Winehouse, Back to Black , s'est hissé au sommet du box-office avec 367.000 entrées, en dépit des très mauvaises critiques. Suivent Kung-Fu Panda 4 (282.007 entrées en cinquième semaine pour un total de 2 millions d’entrées), la comédie française N'avoue jamais , avec André Dussollier et Sabine Azéma (234.000 entrées) et Frères (233.838 entrées). En quatrième semaine, Ducobu passe au vert, enregistre 218.122 entrées sur 910 écrans (pour un total de 841.809 entrées).","Avec Un p’tit truc en plus, Artus et ses comédiens handicapés font mieux qu’Intouchable au premier jour"
21,"«On espère que tu ne vas pas jouer la victime, tu ne l’es pas Kendji Girac, tu fais souffrir tes proches pour ton égo» . C’est en ces termes que la réalisatrice des Chatouilles Andréa Bescond s’est adressée au chanteur qui s’est volontairement tiré une balle pour «simuler un suicide» et «faire peur à sa femme ». Rédigés sur fond noir, les messages de la comédienne publiés régulièrement sur Instagram, afin de dénoncer les violences subies par les femmes et les enfants, ne lésinent généralement pas sur les mots. La critique de la comédienne envers l’acte de Kendji Girac ne déroge pas à la règle. «D'après les médias, tu t'es tiré une balle dans le corps pour mettre la pression à ta femme qui te fait des reproches sur ton comportement à risques. Sache que de menacer de se suicider quand un.e partenaire souhaite interrompre une relation, c'est une torture psychologique infligée à l'autre» , considère-t-elle. Et Andréa Bescond d’enchérir: «Quand quelqu'un.e qu'on aime évoque la rupture, on travaille sur soi pour changer les choses et si on ne peut pas, on accepte car personne n'appartient à personne». À lire aussi Alcool, cocaïne et simulation de suicide: Kendji Girac, pris au piège de ses démons et «l’omerta» des siens Kendji Girac, blessé par balle lundi 22 avril à Biscarrosse (Landes), voulait «simuler un suicide» pour faire peur à sa compagne qui menaçait de le quitter après une dispute, a déclaré le 25 avril le procureur de Mont-de-Marsan au lendemain de l'audition du chanteur. «Il a dit assumer ce qu'il a fait tout en le regrettant très fortement (…) Je lui ai dit que ces explications lui appartenaient et que le travail judiciaire s'arrêtait» , a ajouté le magistrat en évoquant un «tabou» concernant le suicide «dans la communauté des gens du voyage essentiellement pour des raisons religieuses» .",«Tu fais souffrir tes proches» : Andréa Bescond fustige Kendji Girac
22,"Les membres d'un groupe russe de métal bien connu, Korrozia Metalla, ont été arrêtés samedi soir par la police en plein concert et inculpé pour «propagande de symboles nazis» , ont rapporté les autorités. «Des officiers de police avec le soutien de la garde nationale ont arrêté trois membres d'un groupe de musique dans l'un des clubs de Nijni-Novgorod» , a indiqué la police régionale dans un communiqué. Les trois membres du groupe, âgés de 57, 19 et 42 ans, sont accusés de «propagande ou exposition publique d'accessoires ou de symboles nazis» , une infraction le plus souvent punie par une amende ou par une courte période de détention administrative. La police a précisé avoir saisi des t-shirts et des livres «portant des symboles interdits» . À lire aussi Pour Varsovie, Green Border, primé à Venise, relève de la «propagande nazie» Selon la directrice du groupe, Maria Rounova, interrogée par l'agence d'État TASS, les symboles en question sont «d'anciens symboles slaves» . Sur des images du concert diffusées sur les réseaux sociaux, on peut voir les forces de l'ordre faire irruption dans la salle pendant le concert et forcer les spectateurs à s'allonger sur le sol, parfois de manière musclée. Le milieu de la culture en Russie est de plus en plus sous pression des autorités, après plus de deux ans de conflit en Ukraine doublé d' une répression tous azimuts contre les voix dissidentes. En décembre dernier, une fête pour des participants conviés «presque nus», organisée par des célébrités russes dans un club moscovite, avait suscité un scandale et une enquête criminelle, forçant les participants à présenter des excuses publiques.","Un groupe de métal arrêté en plein concert pour «symbolique nazie», en Russie"
23,"Après un hommage à Sempé l 'année dernière, le festival du dessin d'Arles , qui a lancé samedi 20 avril sa deuxième édition jusqu'au 19 mai, avec une exposition consacrée au dessinateur français de renommée internationale Tomi Ungerer . Un artiste dont Frédéric Pajak, directeur artistique du festival, a édité les trois derniers livres en France avant son décès en 2019 . «Avec son humour typique, Tomi Ungerer avait choisi In Extremis comme titre pour le dernier» , dit-il. C'est cet humour parfois grinçant que l'exposition met en avant, au-delà de ses livres pour enfants qui lui ont offert une renommée mondiale: «L'une de ses grandes frustrations, c'est de ne pas avoir été reconnu, notamment en France, comme il aurait voulu l'être, avec ses affiches politiques entre autres» , confie M. Pajak. À lire aussi Le dessinateur Tomi Ungerer, auteur de Jean de la Lune et Les Trois Brigands, est mort Une partie de l'exposition est par exemple consacrée à l'ouvrage The Party , satire des soirées mondaines de New York, où l'artiste a vécu une partie de sa vie, dans lequel les gens sont dépeints comme des monstres grotesques et patauds. Au-delà de cette expo, cette deuxième édition du festival présente 43 artistes aux styles variés, des acryliques abstraits de Stéphane Calais, réalisés directement dans la chapelle des Trinitaires du centre-ville d'Arles, aux gravures du XIXe siècle, en passant par les caricatures d'un René Goscinny qui n'était pas encore papa d'Astérix. «Je souhaitais montrer le dessin sous toutes ses formes, aussi bien dans l'abstrait que le figuratif. Chaque artiste présent au festival a trouvé une écriture personnelle, une issue dans le dessin» , explique Frédéric Pajak. Une exposition, Dessinatrices d'aujourd'hui , est exclusivement consacrée à quatre dessinatrices contemporaines, croisant les techniques de dessin et leur vision du monde. Avec 11 lieux concentrés dans le centre piéton de la cité arlésienne et une semaine de festivités en plus par rapport à la première édition, Frédéric Pajak vise cette année la barre symbolique des 100.000 visiteurs, après avoir réuni 66.000 curieux en 2023. Pour la suite, «les deux tiers de la troisième édition sont déjà complètement imaginés» , confie-t-il. Le Belge Jean-Michel Folon devrait être à l'honneur.",Le festival du dessin d'Arles célèbre Tomi Ungerer pour sa deuxième édition
24,"Le président turc Recep Tayyip Erdogan a célébré lundi - à distance - la réouverture au culte de l'ancienne église orthodoxe Saint-Sauveur-in-Chora d'Istanbul, fermée quatre années durant, le temps de sa reconversion en mosquée. Le chef de l'État turc avait ordonné à l'été 2020 la reconversion de cette ex-église byzantine, transformée en musée il y a près de 80 ans, un mois après la réouverture au culte musulman de la basilique Sainte-Sophie . Construite par les Byzantins au Ve siècle, l'église Saint-Sauveur-in-Chora, aussi appelée église de la Chora (Kariye, en turc), avait été convertie en mosquée après la prise de Constantinople par les Ottomans en 1453, puis en musée après la Seconde Guerre mondiale. Outre son histoire millénaire rivalisant avec celle de Sainte-Sophie, la petite église de la Chora est connue pour ses magnifiques mosaïques et fresques datant du XIVe siècle, dont une monumentale composition du Jugement dernier. Au lendemain de la Seconde Guerre mondiale, l'édifice avait subi une longue restauration menée par une équipe d'historiens de l'art américains et été ouvert au public en 1958. À lire aussi La Turquie réclame la tête de l'empereur romain Septime Sévère exposée au Danemark «Provocation» L'annonce en 2020 de sa reconversion en mosquée avait suscité des craintes pour la conservation des mosaïques et des fresques de l'édifice, l'Islam interdisant les représentations figuratives. La Grèce avait alors dénoncé «une autre provocation envers les croyants et la communauté internationale» .","À Istanbul, l'ancienne église byzantine Saint-Sauveur-in-Chora rouvre au culte musulman"
